2024-04-03 10:38:27.7518 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 10:39:49.7662 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 6477.4874ms. 
2024-04-03 10:39:49.9341 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.String'. 
2024-04-03 10:39:49.9528 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo) in 7442.768ms 
2024-04-03 10:39:49.9528 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo)' 
2024-04-03 10:39:49.9528 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 POST https://localhost:7054/api/CLOrderService/placeOrder application/json 91 - 200 - text/plain;+charset=utf-8 7619.1402ms 
2024-04-03 10:40:08.2362 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/5/0 - 0 
2024-04-03 10:40:08.2657 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-03 10:40:08.3805 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "UpdateOrderStatus", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] UpdateOrderStatus(Int32, LogLevel_Demo.Enum.enmOrderStatus) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-04-03 10:40:09.9960 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) - Validation state: Valid 
2024-04-03 10:40:14.0167 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.NotFoundObjectResult in 4004.8962ms. 
2024-04-03 10:40:14.0167 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing NotFoundObjectResult, writing value of type 'System.String'. 
2024-04-03 10:40:14.0936 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) in 5711.2861ms 
2024-04-03 10:40:14.0936 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-03 10:40:14.0936 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/5/0 - 0 - 404 - text/plain;+charset=utf-8 5858.0127ms 
2024-04-03 10:42:28.7614 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 10:51:32.1932 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 10:51:36.9601 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-04-03 10:51:39.0382 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 2086.5869ms 
2024-04-03 10:51:39.7544 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-04-03 10:51:39.7761 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 27.1048ms 
2024-04-03 10:51:39.8358 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-04-03 10:51:40.5342 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 703.2838ms 
2024-04-03 10:51:40.8631 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-04-03 10:51:41.2911 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 428.8917ms 
2024-04-03 10:52:47.0824 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 10:52:54.1962 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-04-03 10:52:55.8223 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 1628.6189ms 
2024-04-03 10:52:55.9087 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-04-03 10:52:56.0084 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-04-03 10:52:56.0342 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 127.5570ms 
2024-04-03 10:52:56.4177 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 413.9704ms 
2024-04-03 10:52:56.5852 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-04-03 10:52:57.1134 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 527.3023ms 
2024-04-03 10:53:30.2728 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 POST https://localhost:7054/api/CLOrderService/placeOrder application/json 91 
2024-04-03 10:53:30.3595 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo)' 
2024-04-03 10:53:30.4440 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "PlaceOrder", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] PlaceOrder(LogLevel_Demo.Model.ORD01) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-04-03 10:53:31.2268 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo) - Validation state: Valid 
2024-04-03 10:53:31.2268 | INFO | LogLevel_Demo.BusinessLogic.BLOrderService | New order placed. Order ID: 7205, Customer: string, Pizza Type: Margherita 
2024-04-03 10:53:31.2414 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 5.8417ms. 
2024-04-03 10:53:31.2414 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.String'. 
2024-04-03 10:53:31.2582 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo) in 805.3209ms 
2024-04-03 10:53:31.2582 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo)' 
2024-04-03 10:53:31.2582 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 POST https://localhost:7054/api/CLOrderService/placeOrder application/json 91 - 200 - text/plain;+charset=utf-8 986.5201ms 
2024-04-03 10:53:43.5829 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/1/0 - 0 
2024-04-03 10:53:43.5973 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-03 10:53:43.5973 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "UpdateOrderStatus", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] UpdateOrderStatus(Int32, LogLevel_Demo.Enum.enmOrderStatus) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-04-03 10:53:44.0347 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) - Validation state: Valid 
2024-04-03 10:53:44.2581 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.NotFoundObjectResult in 220.9758ms. 
2024-04-03 10:53:44.2581 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing NotFoundObjectResult, writing value of type 'System.String'. 
2024-04-03 10:53:44.2581 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) in 656.1855ms 
2024-04-03 10:53:44.2581 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-03 10:53:44.2581 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/1/0 - 0 - 404 - text/plain;+charset=utf-8 671.4489ms 
2024-04-03 11:07:03.0979 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 11:07:12.3692 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-04-03 11:07:16.4960 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 4070.5549ms 
2024-04-03 11:07:17.9697 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-04-03 11:07:17.9697 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-04-03 11:07:17.9873 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 9.2370ms 
2024-04-03 11:07:18.3197 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 342.8455ms 
2024-04-03 11:07:18.8992 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-04-03 11:07:19.2921 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 388.5633ms 
2024-04-03 11:10:50.5365 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 11:11:03.6997 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-04-03 11:11:05.3038 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-04-03 11:11:05.3038 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-04-03 11:11:05.3521 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 42.6094ms 
2024-04-03 11:11:05.3521 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 1655.4884ms 
2024-04-03 11:11:05.4778 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 178.3263ms 
2024-04-03 11:11:05.7531 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-04-03 11:11:06.0349 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 282.6221ms 
2024-04-03 11:13:33.7470 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 11:13:43.9726 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-04-03 11:13:45.3048 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-04-03 11:13:45.3048 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 1339.6614ms 
2024-04-03 11:13:45.3113 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 9.3807ms 
2024-04-03 11:13:45.3554 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-04-03 11:13:45.6217 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 275.0886ms 
2024-04-03 11:13:45.8103 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-04-03 11:13:46.1090 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 299.6546ms 
2024-04-03 11:13:55.6872 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/21/0 - 0 
2024-04-03 11:13:55.7493 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-03 11:13:55.8222 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "UpdateOrderStatus", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] UpdateOrderStatus(Int32, LogLevel_Demo.Enum.enmOrderStatus) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-04-03 11:13:56.2036 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) - Validation state: Valid 
2024-04-03 11:13:56.3882 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.NotFoundObjectResult in 185.515ms. 
2024-04-03 11:13:56.4030 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing NotFoundObjectResult, writing value of type 'System.String'. 
2024-04-03 11:13:56.4202 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) in 590.6064ms 
2024-04-03 11:13:56.4202 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-03 11:13:56.4202 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/21/0 - 0 - 404 - text/plain;+charset=utf-8 730.8886ms 
2024-04-03 11:38:36.2142 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 11:38:43.5311 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-04-03 11:38:45.4344 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-04-03 11:38:45.4918 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-04-03 11:38:45.6367 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 2109.0191ms 
2024-04-03 11:38:45.7778 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 285.9088ms 
2024-04-03 11:38:47.2306 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 1800.0851ms 
2024-04-03 11:38:47.4676 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-04-03 11:38:47.9364 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 470.5229ms 
2024-04-03 11:38:58.1056 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/2/0 - 0 
2024-04-03 11:38:58.3293 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-03 11:38:58.4691 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "UpdateOrderStatus", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] UpdateOrderStatus(Int32, LogLevel_Demo.Enum.enmOrderStatus) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-04-03 11:39:00.8064 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) - Validation state: Valid 
2024-04-03 11:39:01.7967 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.NotFoundObjectResult in 955.3684ms. 
2024-04-03 11:39:01.9430 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing NotFoundObjectResult, writing value of type 'System.String'. 
2024-04-03 11:39:02.0253 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) in 3426.2221ms 
2024-04-03 11:39:02.0784 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-03 11:39:02.0897 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/2/0 - 0 - 404 - text/plain;+charset=utf-8 3986.0387ms 
2024-04-03 11:42:52.3180 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 11:42:56.8160 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-04-03 11:42:58.0163 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 1214.5946ms 
2024-04-03 11:42:58.5699 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-04-03 11:42:58.5699 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-04-03 11:42:58.6757 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 108.2403ms 
2024-04-03 11:43:00.9692 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 2404.0466ms 
2024-04-03 11:43:01.5812 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-04-03 11:43:02.1764 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 594.0572ms 
2024-04-03 11:43:58.2553 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 11:44:00.5768 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-04-03 11:44:00.8778 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 314.9959ms 
2024-04-03 11:44:00.9124 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-04-03 11:44:00.9124 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-04-03 11:44:00.9124 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 5.8171ms 
2024-04-03 11:44:00.9459 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 39.3289ms 
