2024-06-10 11:18:39.6515 | INFO | LogLevel_Demo.Program | Hello 
2024-06-10 11:18:44.0871 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/favicon-32x32.png - - 
2024-06-10 11:18:44.0871 | INFO | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A' 
2024-06-10 11:18:44.0871 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/favicon-32x32.png - - - 200 628 image/png 1.5116ms 
2024-06-10 11:18:44.2174 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 187.5878ms 
2024-06-10 11:18:52.2979 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/api/CLOrderService/GetAllOrderDetails - - 
2024-06-10 11:18:52.3350 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo)' 
2024-06-10 11:18:52.3350 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "GetAllOrderDetails", controller = "CLOrderService"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult GetAllOrderDetails() on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-06-10 11:18:52.6623 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo) - Validation state: Valid 
2024-06-10 11:18:52.6623 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 0.7245ms. 
2024-06-10 11:18:52.6791 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.Collections.Generic.List`1[[LogLevel_Demo.Model.ORD01, LogLevel_Demo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]]'. 
2024-06-10 11:18:52.6970 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo) in 347.3185ms 
2024-06-10 11:18:52.6970 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo)' 
2024-06-10 11:18:52.6970 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/api/CLOrderService/GetAllOrderDetails - - - 200 - application/json;+charset=utf-8 402.8149ms 
2024-06-10 11:19:27.6311 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 POST https://localhost:7054/api/CLOrderService/placeOrder application/json 100 
2024-06-10 11:19:27.6317 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo)' 
2024-06-10 11:19:27.6561 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "PlaceOrder", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] PlaceOrder(LogLevel_Demo.Model.ORD01) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-06-10 11:19:28.2059 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo) - Validation state: Valid 
2024-06-10 11:19:28.2136 | INFO | LogLevel_Demo.BusinessLogic.BLOrderService | New order placed. Order ID: 8131, Customer: string, Pizza Type: Chicago_Deep_Dish 
2024-06-10 11:19:28.2136 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 4.1478ms. 
2024-06-10 11:19:28.2136 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.String'. 
2024-06-10 11:19:28.2136 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo) in 554.3354ms 
2024-06-10 11:19:28.2136 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo)' 
2024-06-10 11:19:28.2136 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 POST https://localhost:7054/api/CLOrderService/placeOrder application/json 100 - 200 - text/plain;+charset=utf-8 583.7043ms 
2024-06-10 11:19:36.7305 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/api/CLOrderService/GetAllOrderDetails - - 
2024-06-10 11:19:36.7305 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo)' 
2024-06-10 11:19:36.7305 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "GetAllOrderDetails", controller = "CLOrderService"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult GetAllOrderDetails() on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-06-10 11:19:37.1011 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo) - Validation state: Valid 
2024-06-10 11:19:37.1011 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 0.0446ms. 
2024-06-10 11:19:37.1011 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.Collections.Generic.List`1[[LogLevel_Demo.Model.ORD01, LogLevel_Demo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]]'. 
2024-06-10 11:19:37.1011 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo) in 379.3517ms 
2024-06-10 11:19:37.1011 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo)' 
2024-06-10 11:19:37.1011 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/api/CLOrderService/GetAllOrderDetails - - - 200 - application/json;+charset=utf-8 380.7939ms 
2024-06-10 11:19:55.4922 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/api/CLOrderService/checkOrderStatus/8131 - - 
2024-06-10 11:19:55.4922 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo)' 
2024-06-10 11:19:55.5085 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "CheckOrderStatus", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] CheckOrderStatus(Int32) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-06-10 11:19:55.9931 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo) - Validation state: Valid 
2024-06-10 11:19:56.6934 | INFO | LogLevel_Demo.BusinessLogic.BLOrderService | Order status checked. Order ID: 8131, Current Status: shiped 
2024-06-10 11:19:56.6952 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 693.2778ms. 
2024-06-10 11:19:56.6952 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.String'. 
2024-06-10 11:19:56.6952 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo) in 1186.9082ms 
2024-06-10 11:19:56.6952 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo)' 
2024-06-10 11:19:56.6952 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/api/CLOrderService/checkOrderStatus/8131 - - - 200 - text/plain;+charset=utf-8 1199.6594ms 
2024-06-10 11:20:12.1382 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/8131/2 - 0 
2024-06-10 11:20:12.1382 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-06-10 11:20:12.1501 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "UpdateOrderStatus", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] UpdateOrderStatus(Int32, LogLevel_Demo.Enum.enmOrderStatus) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-06-10 11:20:13.7727 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) - Validation state: Valid 
2024-06-10 11:20:14.8013 | INFO | LogLevel_Demo.BusinessLogic.BLOrderService | Order status updated. Order ID: 8131, New Status: Pending 
2024-06-10 11:20:14.8013 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 1016.5632ms. 
2024-06-10 11:20:14.8013 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.String'. 
2024-06-10 11:20:14.8013 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) in 2651.9449ms 
2024-06-10 11:20:14.8013 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-06-10 11:20:14.8013 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/8131/2 - 0 - 200 - text/plain;+charset=utf-8 2657.4618ms 
2024-06-10 11:20:23.8740 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/api/CLOrderService/checkOrderStatus/8131 - - 
2024-06-10 11:20:23.8740 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo)' 
2024-06-10 11:20:23.8740 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "CheckOrderStatus", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] CheckOrderStatus(Int32) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-06-10 11:20:24.4768 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo) - Validation state: Valid 
2024-06-10 11:20:25.0031 | INFO | LogLevel_Demo.BusinessLogic.BLOrderService | Order status checked. Order ID: 8131, Current Status: Cancelled 
2024-06-10 11:20:25.0031 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 523.8064ms. 
2024-06-10 11:20:25.0031 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.String'. 
2024-06-10 11:20:25.0031 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo) in 1129.8284ms 
2024-06-10 11:20:25.0031 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo)' 
2024-06-10 11:20:25.0031 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/api/CLOrderService/checkOrderStatus/8131 - - - 200 - text/plain;+charset=utf-8 1144.9322ms 
2024-06-10 13:12:49.4674 | INFO | LogLevel_Demo.Program | Hello 
2024-06-10 13:12:52.0149 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-06-10 13:12:52.7238 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-06-10 13:12:52.7238 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-06-10 13:12:52.7238 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 5.0664ms 
2024-06-10 13:12:52.7238 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 717.4977ms 
2024-06-10 13:12:52.9152 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 187.9359ms 
2024-06-10 13:12:53.0936 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-06-10 13:12:53.2384 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 138.9655ms 
2024-06-10 13:12:58.4147 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/api/CLOrderService/GetAllOrderDetails - - 
2024-06-10 13:12:58.4645 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo)' 
2024-06-10 13:12:58.4645 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "GetAllOrderDetails", controller = "CLOrderService"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult GetAllOrderDetails() on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-06-10 13:12:58.8560 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo) - Validation state: Valid 
2024-06-10 13:12:58.8560 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 0.6839ms. 
2024-06-10 13:12:58.8710 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.Collections.Generic.List`1[[LogLevel_Demo.Model.ORD01, LogLevel_Demo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]]'. 
2024-06-10 13:12:58.8958 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo) in 418.0757ms 
2024-06-10 13:12:58.8958 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo)' 
2024-06-10 13:12:58.8958 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/api/CLOrderService/GetAllOrderDetails - - - 200 - application/json;+charset=utf-8 484.6440ms 
2024-06-10 13:13:29.7954 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 POST https://localhost:7054/api/CLOrderService/placeOrder application/json 89 
2024-06-10 13:13:29.7954 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo)' 
2024-06-10 13:13:29.8265 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "PlaceOrder", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] PlaceOrder(LogLevel_Demo.Model.ORD01) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-06-10 13:13:30.2318 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo) - Validation state: Valid 
2024-06-10 13:13:30.2318 | INFO | LogLevel_Demo.BusinessLogic.BLOrderService | New order placed. Order ID: 6954, Customer: Arti, Pizza Type: Neapolitan 
2024-06-10 13:13:30.2318 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 2.7581ms. 
2024-06-10 13:13:30.2318 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.String'. 
2024-06-10 13:13:30.2318 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo) in 411.1493ms 
2024-06-10 13:13:30.2318 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo)' 
2024-06-10 13:13:30.2318 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 POST https://localhost:7054/api/CLOrderService/placeOrder application/json 89 - 200 - text/plain;+charset=utf-8 439.6273ms 
2024-06-10 13:13:37.4332 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/api/CLOrderService/GetAllOrderDetails - - 
2024-06-10 13:13:37.4332 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo)' 
2024-06-10 13:13:37.4346 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "GetAllOrderDetails", controller = "CLOrderService"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult GetAllOrderDetails() on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-06-10 13:13:37.8246 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo) - Validation state: Valid 
2024-06-10 13:13:37.8246 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 0.0632ms. 
2024-06-10 13:13:37.8246 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'System.Collections.Generic.List`1[[LogLevel_Demo.Model.ORD01, LogLevel_Demo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]]'. 
2024-06-10 13:13:37.8246 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo) in 399.9459ms 
2024-06-10 13:13:37.8246 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.GetAllOrderDetails (LogLevel_Demo)' 
2024-06-10 13:13:37.8246 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/api/CLOrderService/GetAllOrderDetails - - - 200 - application/json;+charset=utf-8 401.4388ms 
2024-06-10 13:13:52.2969 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/api/CLOrderService/checkOrderStatus/6954 - - 
2024-06-10 13:13:52.2969 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo)' 
2024-06-10 13:13:52.2969 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "CheckOrderStatus", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] CheckOrderStatus(Int32) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-06-10 13:13:52.5749 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo) - Validation state: Valid 
2024-06-10 13:13:53.1015 | INFO | LogLevel_Demo.BusinessLogic.BLOrderService | Order status checked. Order ID: 6954, Current Status: Pending 
2024-06-10 13:13:53.1015 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.CheckOrderStatus (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 511.0124ms. 
