2024-04-02 16:39:21.5489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 6144 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1149 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1304 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1304 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1304 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1304 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1304 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1304 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1758 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1758 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1758 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1758 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1768 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1768 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.1768 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.2132 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3001 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3001 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3001 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3001 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3001 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3001 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3001 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3001 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3001 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3001 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3057 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3057 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3057 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3057 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3057 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3057 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3057 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3057 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3238 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3238 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-04-02 16:39:23.3238 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 3373 and flags NONE. 
2024-04-02 16:39:23.3238 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-04-02 16:39:23.4736 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-04-02 16:39:23.4946 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-04-02 16:39:23.8254 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS. 
2024-04-02 16:39:23.8254 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 7 with length 4986 and flags NONE. 
2024-04-02 16:39:23.8254 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2J0LCESA5R" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
