2024-06-13 10:07:40.5845 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:07:41.5636 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 9517 and flags NONE. 
2024-06-13 10:07:41.5681 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-06-13 10:07:41.6864 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" received HEADERS frame for stream ID 7 with length 74 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-06-13 10:07:41.6942 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-06-13 10:07:41.9779 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending HEADERS frame for stream ID 7 with length 35 and flags END_HEADERS. 
2024-06-13 10:07:41.9779 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 7 with length 3391 and flags NONE. 
2024-06-13 10:07:41.9779 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
2024-06-13 10:08:09.0380 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" received HEADERS frame for stream ID 9 with length 85 and flags END_HEADERS, PRIORITY. 
2024-06-13 10:08:09.0380 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" received PING frame for stream ID 0 with length 8 and flags NONE. 
2024-06-13 10:08:09.0380 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending PING frame for stream ID 0 with length 8 and flags ACK. 
2024-06-13 10:08:09.0380 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-06-13 10:08:09.0380 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" received DATA frame for stream ID 9 with length 91 and flags END_STREAM. 
2024-06-13 10:08:09.6222 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-06-13 10:08:09.6222 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-06-13 10:08:09.6222 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-06-13 10:08:09.6222 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-06-13 10:08:09.6341 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo) with arguments (LogLevel_Demo.Model.ORD01) 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.OkObjectResult. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending HEADERS frame for stream ID 9 with length 60 and flags END_HEADERS. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 9 with length 41 and flags NONE. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.OkObjectResult. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-06-13 10:08:09.6451 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-06-13 10:08:09.6602 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-06-13 10:08:09.6602 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending DATA frame for stream ID 9 with length 0 and flags END_STREAM. 
2024-06-13 10:11:36.7142 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-06-13 10:11:36.7397 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-06-13 10:11:36.7839 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-06-13 10:11:36.7839 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-06-13 10:11:36.7839 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-06-13 10:11:36.7839 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" received HEADERS frame for stream ID 1 with length 469 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-06-13 10:11:36.8393 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-06-13 10:11:36.8585 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-06-13 10:11:37.6338 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS. 
