2024-05-08 11:27:18.3280 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3F4ERVO1K9" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-08 11:27:18.6343 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3F4ERVO1K9" sending HEADERS frame for stream ID 3 with length 60 and flags END_HEADERS. 
2024-05-08 11:27:18.6343 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3F4ERVO1K9" sending DATA frame for stream ID 3 with length 11990 and flags NONE. 
2024-05-08 11:27:18.6343 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3F4ERVO1K9" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-05-08 11:27:18.7526 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3F4ERVO1K9" received HEADERS frame for stream ID 5 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-08 11:27:18.7526 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 11:27:19.5261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3F4ERVO1K9" sending HEADERS frame for stream ID 5 with length 65 and flags END_HEADERS. 
2024-05-08 11:27:19.5261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3F4ERVO1K9" sending DATA frame for stream ID 5 with length 16384 and flags NONE. 
2024-05-08 11:27:19.5261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3F4ERVO1K9" sending DATA frame for stream ID 5 with length 215 and flags NONE. 
2024-05-08 11:27:19.5261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3F4ERVO1K9" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-05-08 17:44:38.0813 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-08 17:44:38.1386 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:44:38.1386 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-08 17:44:38.1386 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-08 17:44:38.1386 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:44:38.1386 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-08 17:44:38.2248 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-08 17:44:38.5255 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:44:41.8007 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS. 
2024-05-08 17:44:43.0516 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-08 17:44:43.0832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:44:43.0832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-08 17:44:43.0832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-08 17:44:43.0832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-08 17:44:43.0832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 1 with length 992 and flags NONE. 
2024-05-08 17:44:43.0832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 1 with length 65 and flags NONE. 
2024-05-08 17:44:43.0832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 1 with length 16 and flags NONE. 
2024-05-08 17:44:43.0832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" received WINDOW_UPDATE frame for stream ID 1 with length 4 and flags 0x0. 
2024-05-08 17:44:43.1375 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-08 17:44:43.1676 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" received HEADERS frame for stream ID 3 with length 109 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-08 17:44:43.5263 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-08 17:44:43.5263 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:44:43.5263 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:44:43.7111 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS. 
2024-05-08 17:44:43.7111 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 3 with length 11990 and flags NONE. 
2024-05-08 17:44:43.7111 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending HEADERS frame for stream ID 5 with length 149 and flags END_HEADERS. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 9986 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0211 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0211 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0211 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0211 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0211 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.0211 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.1631 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.1631 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.1631 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.1631 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.1631 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.1631 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.1631 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2228 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2228 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2228 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2228 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2228 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2228 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2228 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2274 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 9517 and flags NONE. 
2024-05-08 17:44:44.2598 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-05-08 17:44:44.5076 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-08 17:44:44.6541 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:44:45.7726 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS. 
2024-05-08 17:44:45.7726 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 7 with length 16384 and flags NONE. 
2024-05-08 17:44:45.7726 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 7 with length 443 and flags NONE. 
2024-05-08 17:44:45.7726 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9I9" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
2024-05-08 17:45:35.8314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-08 17:45:35.8314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:45:35.8314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-08 17:45:35.8314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-08 17:45:35.8314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:45:35.8314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" received HEADERS frame for stream ID 1 with length 408 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-08 17:45:35.8376 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:45:35.8590 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
