2024-05-03 09:53:15.9083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-03 09:53:17.1126 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 1 with length 65 and flags NONE. 
2024-05-03 09:53:17.1126 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 1 with length 16 and flags NONE. 
2024-05-03 09:53:17.1311 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-03 09:53:17.1883 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" received HEADERS frame for stream ID 3 with length 109 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 09:53:17.3139 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 09:53:17.3139 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 09:53:17.3139 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 09:53:17.3306 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS. 
2024-05-03 09:53:17.3306 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 3 with length 11990 and flags NONE. 
2024-05-03 09:53:17.3306 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending HEADERS frame for stream ID 5 with length 119 and flags END_HEADERS. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 9986 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 9517 and flags NONE. 
2024-05-03 09:53:17.4323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-05-03 09:53:17.5283 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 09:53:17.5283 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 09:53:18.3994 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS. 
2024-05-03 09:53:18.3994 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 7 with length 13424 and flags NONE. 
2024-05-03 09:53:18.3994 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
2024-05-03 09:55:01.8214 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" received HEADERS frame for stream ID 9 with length 122 and flags END_HEADERS, PRIORITY. 
2024-05-03 09:55:01.8214 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" received PING frame for stream ID 0 with length 8 and flags NONE. 
2024-05-03 09:55:01.8214 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending PING frame for stream ID 0 with length 8 and flags ACK. 
2024-05-03 09:55:01.8214 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 09:55:01.8214 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" received DATA frame for stream ID 9 with length 2970 and flags END_STREAM. 
2024-05-03 09:55:09.8112 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-03 09:55:09.8112 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-03 09:55:09.8112 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-03 09:55:09.8112 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-03 09:55:09.8458 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method Job_Finder.Controllers.CLJOS01Controller.AddJobSeeker (Job_Finder) with arguments (Job_Finder.Model.DTO.DtoJOS01) 
2024-05-03 10:11:22.0657 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-03 10:11:22.0657 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-03 10:11:22.0657 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-03 10:11:22.0657 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-03 10:11:22.0657 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-03 10:11:22.0657 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 10:11:22.1220 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-03 10:11:22.1595 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 10:11:22.9316 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS. 
2024-05-03 10:11:23.3365 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-03 10:11:23.3365 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-03 10:11:23.3365 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-03 10:11:23.3365 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-03 10:11:23.3365 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 1 with length 992 and flags NONE. 
2024-05-03 10:11:23.3365 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 1 with length 65 and flags NONE. 
2024-05-03 10:11:23.3365 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 1 with length 16 and flags NONE. 
2024-05-03 10:11:23.3741 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-03 10:11:23.3883 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" received HEADERS frame for stream ID 3 with length 109 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 10:11:23.4840 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 10:11:23.4840 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 10:11:23.5326 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 10:11:23.5856 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS. 
2024-05-03 10:11:23.6037 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 3 with length 11990 and flags NONE. 
2024-05-03 10:11:23.6100 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-05-03 10:11:23.6381 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending HEADERS frame for stream ID 5 with length 149 and flags END_HEADERS. 
2024-05-03 10:11:23.6382 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 5 with length 9986 and flags NONE. 
2024-05-03 10:11:23.6382 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:11:23.6382 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5D3TPOO4" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
