2024-05-02 13:26:21.8283 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-02 13:26:22.7395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 1 with length 16 and flags NONE. 
2024-05-02 13:26:22.7518 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" received HEADERS frame for stream ID 3 with length 115 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-02 13:26:22.7518 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" received HEADERS frame for stream ID 5 with length 51 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-02 13:26:22.7518 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 13:26:22.7652 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 13:26:22.7784 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending HEADERS frame for stream ID 5 with length 60 and flags END_HEADERS. 
2024-05-02 13:26:22.7981 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-02 13:26:22.7981 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending HEADERS frame for stream ID 3 with length 149 and flags END_HEADERS. 
2024-05-02 13:26:22.8109 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 5 with length 11990 and flags NONE. 
2024-05-02 13:26:22.8307 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 9986 and flags NONE. 
2024-05-02 13:26:22.8307 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-05-02 13:26:22.8467 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.8467 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.8582 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.8582 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.8582 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.8741 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.8741 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.8741 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.8887 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.8887 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9035 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9035 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9035 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9399 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9399 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9517 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9517 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9677 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9677 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9677 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9816 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9816 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9982 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9982 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:22.9982 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0153 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0153 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0153 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0284 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0284 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0284 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0446 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0446 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0628 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0628 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0765 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0765 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0765 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0922 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0922 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.0922 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1075 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1075 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1227 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1227 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1227 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1428 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1428 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1560 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1560 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1693 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1693 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1693 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2046 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2046 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2191 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2191 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2326 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2326 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2326 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2474 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2474 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2474 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2651 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2651 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2785 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 13:26:23.2785 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 9517 and flags NONE. 
2024-05-02 13:26:23.2945 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-05-02 13:26:23.3552 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-02 13:26:23.3563 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 13:26:24.0914 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS. 
2024-05-02 13:26:24.0914 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 7 with length 11653 and flags NONE. 
2024-05-02 13:26:24.0914 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
2024-05-02 13:27:37.0364 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" received HEADERS frame for stream ID 9 with length 122 and flags END_HEADERS, PRIORITY. 
2024-05-02 13:27:37.0456 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" received PING frame for stream ID 0 with length 8 and flags NONE. 
2024-05-02 13:27:37.0456 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 13:27:37.0456 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending PING frame for stream ID 0 with length 8 and flags ACK. 
2024-05-02 13:27:37.0632 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" received DATA frame for stream ID 9 with length 2978 and flags END_STREAM. 
2024-05-02 13:27:37.2501 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Resource Filter: Before executing OnResourceExecuting on filter Microsoft.AspNetCore.Mvc.ConsumesAttribute. 
2024-05-02 13:27:37.2501 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Resource Filter: After executing OnResourceExecuting on filter Microsoft.AspNetCore.Mvc.ConsumesAttribute. 
2024-05-02 13:27:39.1240 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-02 13:27:39.1240 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-02 13:27:39.1399 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-05-02 13:27:39.1632 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter | Replacing Microsoft.AspNetCore.Mvc.UnsupportedMediaTypeResult with status code 415 with Microsoft.AspNetCore.Mvc.ObjectResult. 
2024-05-02 13:27:39.1632 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-05-02 13:27:39.1708 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.ObjectResult. 
2024-05-02 13:27:39.2461 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending HEADERS frame for stream ID 9 with length 78 and flags END_HEADERS. 
2024-05-02 13:27:39.2486 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 9 with length 175 and flags NONE. 
2024-05-02 13:27:39.2486 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.ObjectResult. 
2024-05-02 13:27:39.2486 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-02 13:27:39.2647 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-05-02 13:27:39.2647 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-05-02 13:27:39.2802 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Resource Filter: Before executing OnResourceExecuted on filter Microsoft.AspNetCore.Mvc.ConsumesAttribute. 
2024-05-02 13:27:39.2802 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Resource Filter: After executing OnResourceExecuted on filter Microsoft.AspNetCore.Mvc.ConsumesAttribute. 
2024-05-02 13:27:39.2994 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending DATA frame for stream ID 9 with length 0 and flags END_STREAM. 
2024-05-02 14:48:54.5011 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-02 14:48:54.7325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-02 14:48:54.7455 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-02 14:48:54.7455 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-02 14:48:54.7618 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-02 14:48:54.7618 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-02 14:48:54.8213 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-02 14:48:54.8700 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 14:48:55.8964 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS. 
2024-05-02 14:48:56.0536 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-02 14:48:56.0588 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-02 14:48:56.0588 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-02 14:48:56.0789 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AH3HJHDCL" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
