2024-06-05 16:41:26.7300 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-06-05 16:41:27.5467 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.5467 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.5467 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.5467 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6079 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6714 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6714 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6714 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6714 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6714 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6714 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.6714 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.7690 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.7690 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.7690 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.7690 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.7690 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.7774 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.7774 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.8052 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.8052 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.8052 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.8052 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.8052 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.8052 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.8052 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.8052 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.8052 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-05 16:41:27.8052 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 9517 and flags NONE. 
2024-06-05 16:41:27.8094 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-06-05 16:41:27.8686 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" received HEADERS frame for stream ID 7 with length 74 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-06-05 16:41:27.8724 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-06-05 16:41:28.6428 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS. 
2024-06-05 16:41:28.6428 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 7 with length 16384 and flags NONE. 
2024-06-05 16:41:28.6428 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 7 with length 5829 and flags NONE. 
2024-06-05 16:41:28.6428 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN45A0V0D4PD" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
